"ID_REF"    "CD4T_Cxcr5+Bcl6+_1"	"CD4T_Cxcr5+Bcl6+_2"	"CD4T_Cxcr5-Bcl6-_1"	"CD4T_Cxcr5-Bcl6-_2"	"CD4T_Cxcr5+Bcl6-_1"	"CD4T_Cxcr5+Bcl6-_2"
10502058	10.41066	10.39507	11.13243	11.08135	10.98547	10.89064
10502071	8.585846	8.944994	9.730183	9.682482	9.625954	9.696885
10502076	6.179615	6.133121	6.26728	6.594312	6.050202	6.035971
10502079	7.652078	7.626745	7.180371	7.26628	7.307115	7.249255
10502081	6.632771	6.528366	6.450588	6.593593	6.664272	6.566951
10502105	7.663782	7.693125	7.61279	7.765604	7.582139	7.432827
10502131	6.801954	6.978555	6.849878	6.859823	6.686204	6.735313
10502135	6.09994	6.315792	6.760462	6.893028	6.480092	6.453348
10502146	10.29786	10.31789	11.65882	11.19402	11.19064	10.99432
10502156	8.008071	8.06191	9.225569	8.987799	8.113344	8.174479
10502165	11.07425	11.40407	11.51275	11.49753	11.2901	11.34847
10502191	11.34752	11.57299	11.84132	11.87724	11.75101	11.83276
10502196	10.86224	10.90424	11.29331	11.16115	11.14891	11.19691
10502199	8.892132	8.580065	8.5991	8.806936	8.782282	8.786661
10502201	6.846164	6.766852	6.480217	6.656643	6.61738	6.506847
10502205	10.53444	10.68927	10.45677	10.3348	10.84323	10.73731
10502214	7.355756	7.365989	6.915161	7.322656	7.014803	7.205743
10502224	6.555161	6.488853	6.680413	6.833648	6.462199	6.635565
10502230	7.564762	7.955643	8.709736	8.787181	8.133841	8.081445
10502232	8.985475	9.092064	9.743274	9.442451	9.571272	9.4704
10502240	8.441557	8.405809	8.948709	8.986197	9.501461	9.251878
10502257	8.260438	8.472628	9.178696	9.083284	8.960181	8.98987
10502273	6.36916	6.301654	6.31639	6.291566	6.224046	6.41559
10502279	6.907856	6.679969	6.58741	7.034459	6.688028	6.753248
10502284	10.01128	10.17757	10.97297	11.10397	10.97477	11.01683
10502299	11.78189	11.84493	12.63109	12.60128	12.35282	12.37313
10502329	9.419876	9.703295	9.853161	9.79565	9.684288	9.622519
10502333	7.729456	7.824358	7.79003	8.003251	7.784093	7.807357
10502335	7.352205	7.377819	6.338681	6.685058	7.450758	7.316748
10502355	6.195118	6.228906	5.889798	6.090109	6.040472	5.997607
10502359	11.03407	11.04282	11.0782	11.03105	11.23532	11.18507
10502370	7.381596	7.401163	7.055741	6.964679	6.896836	7.089278
10502375	7.080174	7.082636	7.099236	7.125979	7.165144	7.092604
10502395	6.33334	6.350554	6.507088	6.495042	6.524976	6.374661
10502405	11.02474	11.10762	11.74809	11.54241	11.5619	11.53439
10502417	8.802961	9.04885	10.03074	9.970642	9.511482	9.58441
10502419	10.84705	10.94004	11.19403	11.17161	11.13143	11.13418
10502438	7.442106	7.406548	7.352423	7.335038	7.386103	7.481037
10502440	7.464359	7.331284	7.150342	7.174891	7.278408	7.21273
10502442	6.229667	5.971794	6.039659	6.341261	6.086564	6.055367
10502446	5.08997	4.977663	5.056277	5.281831	5.096884	5.06037
10502451	5.664495	5.503112	5.104068	5.222842	5.277958	5.214212
10502469	10.17045	10.25617	10.83045	10.84594	10.72214	10.69546
10502482	4.367689	4.342508	4.439026	4.453659	4.340513	4.35989
10502484	10.52614	10.67542	10.73148	10.60651	10.60199	10.57349
10502510	9.759284	9.963817	9.241962	9.238386	9.032322	9.143724
10502519	5.05491	4.96955	4.79361	5.021451	4.941966	4.868495
10502522	8.574047	8.846829	8.978138	8.761699	8.820776	8.684714
10502535	5.13025	5.235137	5.585902	5.337757	5.541468	5.566065
10502537	11.74192	11.75176	11.59063	11.61768	11.62454	11.66356
10502552	5.691952	5.726528	5.58744	5.546885	5.271031	5.535974
10502565	5.904464	5.777396	6.00461	6.130951	5.74946	5.544761
10502575	6.320687	6.320703	6.210719	6.051695	5.946296	5.928622
10502590	6.504589	6.474636	6.332824	6.3957	6.339451	6.331641
10502606	8.194679	8.072041	7.877075	8.091558	7.935809	7.916102
10502613	5.80063	5.953835	5.705838	5.570682	5.930534	6.153777
10502622	6.641746	6.53305	6.549928	6.551641	6.507657	6.453524
10502638	5.886226	5.855549	5.744313	6.011939	5.708871	5.891832
10502655	7.301876	7.113242	7.321392	7.526305	7.308183	7.298792
10502661	6.451098	6.453486	6.401772	6.495416	6.294088	6.306473
10502682	5.515563	5.507507	5.211523	5.396918	5.418065	5.281617
10502684	5.318135	5.208316	5.200703	5.300959	5.209261	5.210412
10502686	6.885891	6.726949	6.633694	6.598468	6.499409	6.458875
10502696	7.88088	7.992266	7.749621	7.748203	7.917205	7.791013
10502714	12.30414	12.34819	12.72828	12.52476	12.55618	12.44375
10502725	6.313092	6.392492	6.143503	6.230399	6.141396	6.174684
10502732	11.79414	11.86612	11.09831	10.98405	11.3753	11.35301
10502745	12.07211	12.2255	12.57546	12.63776	12.41276	12.49059
10502748	7.438386	7.350487	7.59948	7.634068	7.303063	7.142018
10502766	6.645056	6.477066	6.474866	6.647066	6.270629	6.333995
10502770	5.292283	6.031284	5.384108	5.476702	4.953896	5.12004
10502772	6.53427	6.253825	6.01263	6.43642	6.338841	6.19208
10502774	7.409409	7.361809	7.431927	7.614268	7.36737	7.483869
10502776	7.169354	6.886743	7.340089	7.441403	7.231146	7.027931
10502778	4.854757	4.900936	5.189327	5.02275	5.148801	4.963103
10502780	6.461034	6.408991	7.092668	6.98402	6.559837	6.784118
10502783	6.284729	6.553368	6.052336	6.319326	5.987419	6.103237
10502785	5.55427	5.098954	5.352623	5.368109	5.294597	5.211465
10502787	12.46585	12.49955	12.38235	12.46717	12.41355	12.48843
10502791	7.376587	7.017606	8.774374	8.463311	7.520353	7.682643
10502801	6.899742	6.876917	7.191391	7.291412	6.938371	6.826036
10502805	6.687578	6.537636	6.560168	6.720134	6.473983	6.597225
10502814	4.143064	4.235002	4.256531	4.344256	4.253618	4.199336
10502816	7.00665	6.801919	6.703261	6.835404	6.728475	6.79626
10502823	7.842999	8.0983	9.625581	9.095483	8.121952	7.891212
10502830	5.51481	5.237809	5.451718	5.407459	5.507714	5.335049
10502845	9.219702	9.313946	9.628744	9.463974	9.33142	9.184403
10502863	6.293664	6.20384	6.17328	6.403401	6.214885	6.133915
10502881	6.883731	7.111027	7.126421	7.088232	7.043512	6.991206
10502890	8.136704	8.354205	7.308974	7.389674	7.939721	7.857337
10502898	12.30151	12.28947	12.32111	12.21303	12.41197	12.43029
10502900	6.640178	6.701197	6.633461	6.608028	6.600306	6.536269
10502904	5.94897	5.900534	6.009538	5.97864	5.914996	5.845335
10502934	9.481872	9.574561	10.66448	10.37196	10.24124	10.22655
10502949	10.32404	10.45509	10.53703	10.45846	10.17567	10.20755
10502951	10.44627	10.51666	10.5508	10.4002	10.49167	10.47575
10502961	6.895978	6.736183	6.519205	6.832753	6.613617	6.595965
10502973	7.82616	7.860909	8.456165	8.267194	8.235765	8.015695
10502982	7.22098	7.101162	6.97216	6.992599	6.822858	6.82326
10503008	5.721761	6.005005	5.921946	5.878297	5.831032	5.839998
10503010	8.670122	8.777207	8.816776	8.767483	8.893897	8.781946
10503017	4.195628	4.073812	4.225829	4.32739	4.154915	4.075151
10503019	4.318737	4.33879	4.204936	4.1594	4.165867	4.209201
10503021	3.728683	3.764351	3.78189	3.781043	3.771949	3.81694
10503023	7.130921	7.519889	7.163018	7.188885	7.536336	7.371974
10503036	10.80303	10.95545	11.14424	11.19579	11.02638	10.99653
10503054	5.87983	5.821289	5.904999	6.026833	5.973766	5.915945
10503083	4.863858	4.808835	4.952024	4.649799	5.243134	5.083191
10503085	9.288788	9.309734	10.25241	10.18196	9.881224	9.763973
10503098	8.051207	8.211613	8.909832	8.758912	7.695151	7.886447
10503107	6.65239	6.916059	6.814342	6.812757	6.404015	6.420428
10503109	9.72064	9.602022	10.19148	9.796364	9.911305	9.840628
10503116	8.074821	8.094463	8.01069	8.120382	8.024257	7.987134
10503118	6.996873	6.979674	6.984089	7.137043	7.159903	7.023179
10503123	9.476135	9.642559	9.835287	9.755127	9.77936	9.723661
10503134	12.1177	12.03507	11.91578	11.80578	11.956	11.92403
10503145	8.799709	8.625025	9.148587	9.116209	8.745686	8.845529
10503148	9.076356	8.835629	8.361924	8.525208	8.154767	8.173463
10503150	11.32432	11.20966	11.28681	10.97548	11.17601	11.19026
10503161	9.869811	9.791153	10.80132	10.81913	10.32775	10.41845
10503166	9.026482	8.678385	9.898293	9.741774	9.617304	9.393204
10503168	9.374512	9.448477	10.43928	10.46125	10.14012	9.955857
10503170	9.90197	9.938866	10.79318	10.92933	10.48863	10.39646
10503172	6.860081	6.955091	8.20537	8.06487	7.633653	7.754429
10503174	9.775356	9.841455	10.95387	10.96287	10.50204	10.46101
10503176	8.963324	9.039104	10.53826	10.48382	10.04128	9.899151
10503178	9.161486	8.815207	10.13621	10.1485	9.759684	9.646392
10503180	9.176458	9.076936	10.58882	10.52491	10.02806	9.999079
10503182	9.440937	9.534971	10.83783	10.81951	10.28245	10.2064
10503184	10.09492	10.20171	11.32458	11.40182	10.84055	10.8092
10503186	9.527965	9.613605	10.73632	10.7532	10.26842	10.05398
10503188	10.14537	10.17591	11.27229	11.30845	10.67477	10.8295
10503190	10.04036	10.12133	10.85645	10.76314	10.72248	10.61469
10503192	9.098156	9.102293	9.824347	9.775275	9.719551	9.572701
10503194	9.964905	9.877213	11.0511	10.94725	10.88741	10.7776
10503196	10.17986	9.982061	10.99936	10.94018	10.74485	10.72042
10503198	8.950681	9.191286	10.38776	10.33807	9.966912	9.996179
10503200	9.073109	9.121283	10.11693	10.05409	9.781973	9.760777
10503202	9.537005	9.64848	10.55316	10.72269	10.25144	10.30508
10503204	9.712919	9.821415	10.43868	10.62834	10.31067	10.23674
10503206	8.637316	8.754028	9.810747	9.712337	9.501419	9.47794
10503208	8.653573	8.877131	9.817113	9.630523	9.544311	9.515528
10503210	10.35518	10.53498	11.281	11.33187	11.15204	11.02367
10503212	8.944885	8.894348	10.06547	9.942321	9.75415	9.790506
10503214	8.588473	8.357738	9.614696	9.42737	9.106799	9.193417
10503216	7.694071	7.875245	8.683405	8.878914	8.47514	8.577326
10503218	9.124441	9.567348	10.37379	10.49766	10.01005	10.12036
10503220	8.976389	9.302109	9.93588	10.11412	9.556391	9.72344
10503222	8.768012	9.100275	10.10793	10.08791	9.653351	9.818334
10503232	5.250063	5.031207	5.19544	5.498868	5.129525	5.02555
10503234	7.671407	7.336696	7.140062	7.327881	7.378977	7.255502
10503241	6.958897	7.04201	6.512229	6.716049	6.778127	6.665287
10503244	7.695447	7.75423	8.023511	8.07297	7.736118	7.984235
10503249	12.02049	11.9771	12.28597	12.22869	12.19956	12.26783
10503251	8.999458	8.985428	8.697149	8.419684	8.940843	8.791695
10503257	5.404079	5.264467	5.471928	5.321607	5.319182	5.339955
10503259	13.21075	13.33177	12.6693	12.63201	12.70197	12.74736
10503264	7.841125	7.852823	8.090937	7.809662	8.524012	8.337389
10503281	10.01715	10.12214	9.734181	9.621076	9.72758	9.85659
10503283	10.68819	10.88665	10.57726	10.42965	10.71845	10.67159
10503303	9.511534	9.544197	9.606995	9.325661	9.719349	9.459334
10503305	10.03277	10.20391	10.1575	9.748181	10.2025	10.0323
10503315	7.67819	7.775442	7.415095	7.395583	8.097094	7.963284
10503334	8.226098	8.413946	9.698952	9.617693	9.709315	9.590378
10503341	5.76201	5.75508	5.945478	5.931899	5.903703	5.845355
10503359	9.060867	9.470342	9.488151	9.167849	9.293553	9.424023
10503361	8.116146	8.039116	8.168507	8.290606	7.892638	8.252215
10503363	9.626844	9.782812	9.75016	9.663833	9.686878	9.754309
10503370	11.5498	11.66831	11.86671	11.71435	11.63871	11.70738
10503374	6.828637	6.703794	6.298491	6.577969	6.542262	6.352729
10503376	5.498219	5.320542	5.319304	5.379084	5.360545	5.17502
10503382	6.676445	6.65528	6.750494	6.506211	6.459456	6.567479
10503399	12.10366	12.07578	12.22273	12.17921	12.35219	12.35151
10503401	8.914703	9.062111	8.783918	8.721843	8.913874	8.946159
10503410	9.810961	9.896645	11.69866	11.59761	10.3504	10.34398
10503416	5.544483	5.572474	5.416493	5.563056	5.38765	5.284648
10503431	9.88282	9.988761	10.44361	10.41718	10.12003	10.17641
10503448	6.364362	6.206177	6.176664	6.364996	6.287459	6.180424
10503464	5.617318	5.66889	5.492843	5.488056	5.589496	5.400506
10503484	8.034455	8.148833	8.005083	7.788758	8.122134	7.831978
10503497	6.257351	6.312868	6.076223	6.287854	6.197877	6.199131
10503502	5.331885	5.070872	4.96826	5.178386	5.100736	5.202425
10503508	7.877071	7.893862	8.327747	7.949883	8.340345	8.082187
10503520	5.807382	5.902005	5.807513	5.817045	5.749208	5.826769
10503523	7.877071	7.893862	8.327747	7.949883	8.340345	8.082187
10503534	9.796017	9.805511	10.04689	9.904183	9.997909	10.02272
10503551	9.726493	9.912103	9.465475	9.319826	9.723361	9.642388
10503570	11.10292	11.26697	11.11456	10.98839	11.10948	10.97819
10503584	9.666084	9.778198	9.889384	9.455463	10.05266	9.881686
10503593	7.281019	7.055232	7.068573	7.286696	6.983324	7.120652
10503602	6.989011	7.202767	6.921288	6.969673	7.03379	7.137149
10503613	6.069317	5.843691	6.060111	5.949093	6.076191	6.12317
10503615	10.04496	9.6874	9.410278	9.67375	9.540526	9.521778
10503617	8.886644	9.182802	8.572151	8.474607	9.200271	9.151051
10503643	8.235293	8.325884	10.18253	9.969818	9.419049	9.47513
10503647	6.579796	6.73784	6.545504	6.486823	6.475015	6.408396
10503650	8.708182	8.522068	8.611191	8.558289	8.532393	8.624544
10503654	7.192896	7.115152	6.927795	7.118687	6.975747	6.931643
10503656	5.895293	5.662946	5.902129	5.891367	5.815376	5.969858
10503659	6.284331	6.22562	6.290228	6.36714	6.223808	6.219089
10503680	10.73722	10.82183	11.15757	11.10646	11.02762	10.98017
10503692	5.295362	5.198408	5.417372	5.320775	5.402882	5.2846
10503695	10.22626	10.53102	11.52114	11.64596	10.97499	10.96162
10503709	9.7394	9.905354	10.54804	10.37863	9.625141	9.530407
10503711	9.339116	9.645723	9.812695	9.459406	9.784077	9.640093
10503723	10.02026	10.24266	11.4307	11.34076	10.89215	10.85188
10503828	9.50982	9.477308	9.548268	9.205786	9.657648	9.50048
10503833	12.69183	12.60717	12.86179	12.85317	12.83994	12.74147
10503835	7.327311	7.446027	9.688655	9.439066	9.165863	9.038491
10503845	12.23244	12.27203	12.14034	12.0797	12.21575	12.0383
10503856	8.428282	8.300433	8.090252	8.350383	8.240254	8.203356
10503866	6.515316	6.63003	6.594331	6.58065	6.622448	6.590132
10503876	7.665842	7.549397	7.29053	7.554384	7.418622	7.277143
10503882	10.47898	10.42831	10.84206	10.39745	10.7886	10.5597
10503902	6.600339	6.339312	6.226451	6.395027	6.393432	6.424594
10503911	10.35529	10.37338	10.83065	10.83498	10.80616	10.82525
10503915	10.59615	10.74008	11.4403	11.08964	11.0976	10.98782
10503917	10.51328	10.52487	10.39914	10.35186	10.47366	10.35898
10503926	9.284009	9.461253	10.08247	9.924204	9.887643	9.821085
10503947	7.289871	7.352203	7.11856	7.13588	7.169925	7.07045
10503952	5.823777	5.896971	5.789118	5.981145	5.970062	5.773792
10503955	6.475542	6.430523	6.361106	6.32841	6.346781	6.271217
10503958	6.014947	5.820378	5.848029	6.12576	5.894336	6.046262
10503963	8.801587	8.648674	8.785473	8.547565	8.824796	8.85141
10503966	9.840828	10.09451	10.11888	10.03765	10.07869	9.977499
10503989	9.569221	9.661836	9.685744	9.510566	9.53924	9.391474
10503992	5.958552	6.083847	5.934833	6.18247	5.822716	6.11219
10503995	9.483727	9.719947	10.53416	10.41631	9.859472	10.03152
10504000	11.001	10.79942	10.50534	10.84902	10.55154	10.72602
10504002	7.658623	7.490836	7.378378	7.479842	7.366549	7.30885
10504008	10.98576	10.88446	10.79572	10.30098	11.00471	10.75153
10504017	10.43075	10.61895	11.08021	10.98188	10.75963	10.8104
10504047	11.87144	12.0209	11.35262	11.33909	11.53308	11.55873
10504054	7.344698	7.822472	7.826304	7.585111	7.504712	7.468501
10504056	11.13877	11.16797	11.26645	11.13158	11.1963	11.04318
10504064	8.057372	8.002518	8.287214	8.264197	8.295956	8.101171
10504068	8.111229	7.84621	7.741905	7.875946	7.854556	7.788515
10504072	6.854345	6.629792	6.802774	6.678526	6.74019	6.745873
10504094	10.64548	10.71247	10.28136	10.33225	10.39337	10.36347
10504106	8.054764	7.977965	7.597762	7.90735	7.76323	7.803817
10504121	7.802545	7.754817	7.367383	7.38797	7.437161	7.337884
10504123	7.845426	7.866957	7.454922	7.42413	7.440522	7.507393
10504125	7.845426	7.866957	7.454922	7.42413	7.440522	7.507393
10504127	7.998953	7.852964	7.643209	7.626965	7.746061	7.719113
10504132	8.472588	8.291422	7.704877	8.030642	7.936213	7.867303
10504137	8.23626	8.200375	7.689803	7.662818	7.762193	7.656003
10504139	8.273715	8.305883	7.734626	7.825808	7.768567	7.699672
10504148	8.355367	8.476662	7.810404	7.930114	7.888719	7.842255
10504154	7.998953	7.852964	7.643209	7.626965	7.746061	7.719113
10504159	8.437309	8.417553	7.570663	7.962967	7.930051	7.913313
10504164	8.212084	8.2093	8.403625	8.443574	8.303736	8.249261
10504169	8.16142	8.184361	7.754232	7.782718	7.824203	7.849396
10504172	8.234359	8.246342	7.687523	7.774514	7.735759	7.657601
10504178	8.309806	8.377504	7.77094	7.881292	7.855081	7.778755
10504183	7.998953	7.852964	7.643209	7.626965	7.746061	7.719113
10504188	8.415849	8.387652	7.610446	7.96766	7.914178	7.951552
10504194	8.212084	8.2093	8.403625	8.443574	8.303736	8.249261
10504199	8.772085	8.717983	8.32684	8.559306	8.405046	8.522082
10504201	8.23626	8.200375	7.689803	7.662818	7.762193	7.656003
10504203	5.15935	5.326816	5.069315	4.709976	4.982742	4.798026
10504206	7.85648	7.782012	7.560437	7.723164	7.630686	7.736798
10504218	8.915872	9.000481	9.076742	9.150853	8.974463	9.107443
10504230	6.265486	6.238771	6.167041	6.093981	6.178304	6.10058
10504234	7.386447	7.484777	7.195933	7.24604	7.277334	7.175117
10504278	6.104087	6.149669	6.067612	6.002194	6.007781	6.107912
10504294	6.747339	6.646253	6.537831	6.653975	6.559704	6.7259
10504316	9.896748	10.14357	10.04128	10.26855	9.756235	9.830118
10504329	9.046028	9.164749	9.065535	9.168583	9.090801	9.104813
10504337	7.22155	7.0759	7.017269	7.092566	6.964322	6.998922
10504349	10.07398	10.09518	10.16101	10.01459	10.30428	10.1222
10504362	10.15627	10.40941	10.23619	10.4814	10.18084	10.29165
10504373	7.439238	7.669698	7.538039	7.600176	7.327064	7.392295
10504375	6.691526	6.840368	6.586443	6.648252	6.676604	6.641181
10504398	11.16835	11.17731	11.26615	11.25361	11.13477	11.20834
10504402	7.990918	8.355564	8.010683	7.985177	7.891037	7.924452
10504417	8.160749	8.017761	8.015863	8.255569	8.097073	8.08613
10504419	6.974032	6.887591	6.800798	6.964383	6.837029	6.609803
10504422	6.6401	6.549129	6.253648	6.246649	6.32041	6.348845
10504424	7.95289	7.987792	7.928717	7.729455	7.745306	7.89166
10504450	9.29825	9.250307	10.6051	10.29436	10.69899	10.3909
10504456	6.28592	6.530053	6.328689	6.451615	6.129615	6.479253
10504458	10.57221	10.61599	10.65383	10.46465	10.51871	10.53417
10504466	10.08108	9.864689	9.693191	9.941093	9.636384	9.999239
10504468	4.531406	4.434911	4.423575	4.60197	4.657516	4.51168
10504470	8.804291	8.944258	8.449912	8.320012	9.558561	9.382178
10504491	10.45985	10.58635	10.78965	10.54373	10.50998	10.56248
10504499	9.810663	9.86708	10.11448	10.03948	9.891637	9.944646
10504504	9.533351	9.550314	9.231857	9.393869	9.567166	9.533899
10504514	7.714718	7.983197	7.722966	7.670881	7.434444	7.771595
10504518	9.575944	9.749727	11.08403	10.77071	10.60728	10.47821
10504534	6.494743	6.410283	6.360427	6.651721	6.503849	6.562781
10504551	8.786156	8.957889	8.853576	8.871015	8.847279	8.738673
10504562	7.263402	7.551072	7.536036	7.416689	7.565932	7.46891
10504564	9.548722	9.837929	9.915721	9.668795	9.943177	9.92625
10504574	3.816237	3.858564	3.812664	3.904273	3.869757	3.81332
10504576	6.19066	6.002489	6.224498	6.070457	6.092314	5.954369
10504582	7.628858	7.581867	7.343184	7.55674	7.340961	7.364548
10504606	7.39719	7.563453	7.793274	7.679537	7.604696	7.645744
10504609	9.199593	8.890474	8.895378	9.051044	8.879147	8.843344
10504611	6.962947	6.912179	6.535829	6.640252	6.553098	6.640369
10504613	7.420869	7.276736	7.301044	7.402356	7.123612	7.218925
10504615	7.59478	7.398215	7.324158	7.605377	7.433005	7.577926
10504617	7.434301	7.138994	7.305911	7.683053	7.272153	7.437219
10504619	5.51654	5.214345	5.090168	5.491056	5.399279	5.35457
10504621	7.049624	6.967186	6.99891	7.202628	6.930505	6.96949
10504630	7.380743	7.2657	7.442361	7.530725	7.376498	7.251086
10504632	5.780659	5.763776	5.963251	5.956047	5.957143	5.825242
10504634	4.373896	4.3338	4.073857	4.140779	4.277591	4.194238
10504636	7.811309	7.53172	7.555998	7.610014	7.467031	7.530022
10504638	5.056821	5.00172	4.917309	5.036224	5.040246	4.891456
10504640	7.453826	7.403404	7.442457	7.522557	7.429662	7.467023
10504642	4.219239	4.211178	4.350618	4.184909	4.063412	4.006755
10504644	5.947722	5.793456	5.877509	5.870243	5.921187	5.836585
10504646	6.58696	6.353899	6.133205	6.371094	6.304479	6.081694
10504648	7.238788	7.254124	7.131709	7.252988	7.153226	7.335814
10504650	7.109734	7.079933	7.072155	6.985073	6.999975	6.997189
10504652	8.295295	8.150713	7.925213	8.320613	8.072682	8.191688
10504654	7.090602	6.855077	6.898873	7.157998	6.981384	7.010766
10504656	7.031898	6.523661	6.537943	6.628852	6.705225	6.398764
10504658	7.444597	7.146877	7.371325	7.323348	7.421756	7.217522
10504660	8.110597	7.449271	7.42695	7.753901	7.559051	7.631402
10504662	7.273701	7.050185	6.895614	7.159438	7.098634	6.877123
10504664	5.471426	5.477443	5.304073	5.424006	5.403171	5.311635
10504666	7.200514	7.083592	7.127494	7.153001	7.177774	7.127081
10504668	7.654678	7.492968	7.549149	7.679579	7.605719	7.527079
10504670	6.89162	6.698103	6.851983	6.833581	6.826233	6.624769
10504672	7.422899	7.282284	7.973132	7.751132	7.506145	7.464345
10504690	8.56473	8.343389	8.397123	8.542906	8.456467	8.560905
10504692	7.051641	6.871716	6.781998	7.101409	6.946185	6.997898
10504703	11.75372	11.86241	12.36484	12.14218	12.26683	12.13725
10504728	8.260399	7.928148	8.106811	8.142776	8.085313	8.231587
10504730	11.51869	11.57101	11.92739	11.68259	11.68638	11.75493
10504743	9.893647	10.18925	10.32439	10.32754	10.43386	10.44369
10504751	4.848657	4.778841	4.924186	4.884088	4.850561	4.902134
10504753	7.834728	7.802961	8.564996	8.375226	8.989526	8.950985
10504755	8.761266	9.112211	9.796105	9.804769	9.71043	9.65884
10504757	8.119192	8.066024	8.859373	8.763767	8.659154	8.43834
10504759	8.79069	8.912568	9.251114	9.060643	9.437658	9.252538
10504761	7.622666	7.733298	8.543261	8.316319	9.004926	8.953459
10504763	9.242004	9.319681	8.88405	8.792866	9.074708	9.147182
10504775	7.894492	7.809778	7.864106	7.876312	7.713029	7.756196
10504817	10.23299	10.49716	11.35804	11.21639	10.88883	10.84896
10504831	8.640444	8.845624	8.793155	8.866535	8.767359	8.927234
10504838	11.53012	11.71918	13.14179	13.16715	12.80635	12.81335
10504849	8.913418	8.863519	8.850966	8.782216	8.809579	8.822038
10504865	9.214458	9.523666	9.001661	8.952438	9.173269	9.078363
10504884	6.664992	6.556454	6.554275	6.823802	6.864757	6.757366
10504891	6.634777	6.641526	6.471022	6.437857	6.542287	6.376214
10504902	6.898017	6.699933	6.77182	6.737006	6.668012	6.70029
10504905	6.755465	6.731795	6.646191	6.874073	6.629353	6.505935
10504912	8.285059	7.048697	7.317182	7.449039	7.339572	7.065055
10504914	7.039555	6.842825	6.729653	6.904562	6.74178	6.908159
10504916	9.105383	8.77593	8.945302	9.131044	8.985924	9.014769
10504918	9.212161	9.169969	9.026939	9.048495	8.97321	8.98729
10504926	9.95312	10.19605	10.45967	10.33019	10.30983	10.21818
10504948	6.102209	5.736339	6.008487	5.962919	5.866881	5.833045
10504955	7.906175	7.540018	7.941362	7.802203	7.876297	7.982079
10504957	9.644415	9.713226	9.531466	9.328379	10.11941	10.10662
10504983	5.48629	5.202045	5.169715	5.2872	5.351924	5.203926
10504986	7.035112	7.210546	7.336831	7.243341	7.342288	7.323053
10504988	7.189255	7.05134	6.924728	7.026652	6.972987	6.817139
10504990	6.068882	6.212891	5.759365	5.841207	5.782488	5.62914
10504992	7.065655	6.815813	7.022736	7.082208	6.88916	6.908631
10505000	9.057936	9.360868	9.532149	9.370336	9.565791	9.385184
10505008	8.80172	9.245794	9.59272	9.383489	9.02348	9.000546
10505028	8.334053	8.452192	8.822093	8.901299	8.041031	8.427774
10505030	5.660949	5.34123	6.007964	6.257518	5.812245	5.692105
10505044	7.206315	7.382852	7.657392	7.509269	7.437773	7.368398
10505059	5.631892	5.715985	5.573961	5.648786	5.389998	5.510373
10505064	9.393785	9.544598	9.426363	9.300968	9.69178	9.7531
10505071	7.297661	7.757533	7.40442	7.502515	7.557661	7.715424
10505073	7.571796	7.548542	7.356266	7.38585	7.359544	7.314547
10505090	13.69497	13.64484	13.73082	13.7588	13.74036	13.74432
10505092	11.01426	11.09979	11.45144	11.41567	11.27821	11.41965
10505102	6.475935	6.230701	6.218023	6.239248	6.194984	6.412214
10505105	6.808832	6.745481	6.72689	6.800896	6.769099	6.875466
10505107	7.906251	7.818859	7.623892	7.881972	7.737883	7.809994
10505109	10.77717	10.90308	11.3184	11.31219	11.3829	11.2835
10505118	9.437523	9.220145	8.999805	9.311827	9.035278	9.179737
10505120	7.367368	7.210888	7.054752	7.277484	7.005823	6.884617
10505132	7.709998	7.5815	7.388597	7.486221	7.663733	7.687159
10505143	6.797079	6.539455	6.330249	6.535254	6.564399	6.195024
10505145	6.855406	6.551606	6.403518	6.63951	6.455624	6.489944
10505163	5.357409	5.094458	4.98052	5.343872	5.188407	5.074965
10505172	8.346778	8.276969	8.671917	8.634134	8.575658	8.513563
10505182	9.479167	9.318126	9.712983	9.556271	9.491585	9.530058
10505187	12.08823	12.03592	11.12227	11.17992	11.17221	11.18185
10505198	9.158327	8.572023	8.905506	9.066358	8.932461	9.017439
10505200	9.448974	9.642678	9.645303	9.439144	9.573272	9.446878
10505213	9.249194	9.282658	8.917234	8.980074	8.89176	8.800534
10505224	9.116347	9.135286	7.971347	8.071607	8.390939	8.393905
10505237	5.415957	5.519163	4.769986	4.915092	4.684925	4.623095
10505240	6.753507	7.105628	5.974669	6.190389	5.509763	5.530421
10505246	7.33031	7.462316	6.135602	6.317779	5.757452	5.847682
10505249	6.458422	6.795774	5.362095	5.545907	5.13927	5.309278
10505252	3.934309	3.764411	4.375906	3.986918	4.022921	3.904559
10505254	6.737267	6.902965	5.799715	6.023455	5.30889	5.262363
10505258	7.33031	7.462316	6.135602	6.317779	5.757452	5.847682
10505261	5.17072	5.370829	4.685483	4.765968	4.596523	4.43538
10505266	4.317247	4.444315	4.48913	4.378607	4.423905	4.307726
10505268	5.415333	5.685314	5.288919	5.498101	5.386554	4.951189
10505270	9.590751	9.729185	9.536574	9.721129	9.671297	9.662467
10505276	9.343076	9.576808	10.20561	9.918537	9.983229	9.92193
10505282	10.16582	10.3543	10.91858	10.87022	10.77679	10.69446
10505299	7.919436	7.976307	7.829851	7.764388	7.985041	7.847362
10505308	7.311731	7.167048	6.752534	7.170147	6.895362	7.088475
10505326	8.300661	8.390274	8.107878	8.185794	8.313339	8.335614
