	TFH_Rep1	TFH_Rep2	TH1_Rep1	TH1_Rep2
2410017I17Rik	0	1	2	0
2410018L13Rik	8	2	10	3
2410022L05Rik	29	72	38	21
2410042D21Rik	366	671	764	375
2410066E13Rik	38	80	98	56
2410075B13Rik	74	165	152	109
2410076I21Rik	4	10	18	13
2410089E03Rik	665	1338	885	554
2410091C18Rik	308	645	577	458
2410127L17Rik	660	1082	1067	398
2410131K14Rik	216	457	338	179
2500003M10Rik	3294	5135	5239	2598
2510002D24Rik	293	599	456	193
2510003E04Rik	491	740	604	337
2510006D16Rik	946	1313	1445	1755
2510009E07Rik	41	41	21	16
2510012J08Rik	591	964	1232	933
2510039O18Rik	1456	2599	2640	1985
2510049J12Rik	2	4	10	3
2610001J05Rik	619	946	928	558
2610002D18Rik	246	435	604	338
2610002I17Rik	181	351	349	321
2610002J02Rik	532	1036	1299	1098
2610002M06Rik	715	1237	887	381
2610005L07Rik	51	113	86	54
2610008E11Rik	235	490	262	164
2610015P09Rik	102	152	100	84
2610018G03Rik	2102	4025	3029	2113
2610019F03Rik	112	166	99	62
2610020H08Rik	166	301	634	383
2610021K21Rik	72	89	72	70
2610024G14Rik	537	1072	991	677
2610027L16Rik	1230	2117	2117	1485
2610028E06Rik	0	0	0	0
2610028H24Rik	0	0	1	0
2610029G23Rik	1122	1166	1638	758
2610029I01Rik	465	694	759	516
2610034B18Rik	0	0	4	10
2610034M16Rik	0	0	0	0
2610035D17Rik	295	394	227	121
2610039C10Rik	562	866	1448	1442
2610044O15Rik	164	308	204	126
2610101N10Rik	3266	5779	4953	3591
2610109H07Rik	0	0	0	0
2610204G22Rik	4	10	16	3
2610301B20Rik	168	323	112	47
2610301G19Rik	3031	4622	4106	2414
2610305D13Rik	0	6	2	2
2610306M01Rik	57	93	125	55
2610318N02Rik	339	586	660	370
2610507B11Rik	5904	10195	9911	6121
2610524H06Rik	233	455	286	180
2610528E23Rik	236	382	415	452
2700007P21Rik	609	1011	764	594
2700023E23Rik	55	107	87	43
2700029M09Rik	1395	2675	2665	1929
2700046G09Rik	3	2	3	1
2700049A03Rik	432	720	644	446
2700050L05Rik	740	1372	1102	852
2700060E02Rik	2124	3746	4001	2102
2700062C07Rik	183	270	309	149
2700078E11Rik	1271	2195	1909	862
2700078K21Rik	201	349	400	337
2700081O15Rik	21	37	45	28
2700086A05Rik	0	0	0	0
2700089E24Rik	457	751	532	218
2700094K13Rik	1100	2587	2269	1056
2700097O09Rik	128	238	268	174
2700099C18Rik	96	220	235	229
2810001G20Rik	138	196	276	413
2810002D19Rik	138	265	173	87
2810002N01Rik	350	569	512	190
2810004N23Rik	599	977	878	449
2810006K23Rik	256	268	211	93
2810008D09Rik	104	117	275	175
2810008M24Rik	1167	2154	2737	921
2810021B07Rik	139	290	270	94
2810021J22Rik	293	390	276	127
2810025M15Rik	1	1	16	7
2810030E01Rik	6	9	20	14
2810046L04Rik	707	1085	972	455
2810047C21Rik1	14	16	15	4
2810055F11Rik	0	0	1	0
2810403A07Rik	1346	2249	2278	1534
2810403D21Rik	12	14	17	11
2810405K02Rik	8	11	11	5
2810407C02Rik	4296	7733	6772	4083
2810408A11Rik	14	17	22	27
2810408M09Rik	150	300	229	202
2810410L24Rik	1	1	0	3
2810417H13Rik	7690	12526	13928	11201
2810422J05Rik	1142	1778	1885	876
2810422O20Rik	81	146	115	55
2810428I15Rik	178	309	403	184
2810429I04Rik	14	30	13	6
2810432D09Rik	85	218	337	297
2810432L12Rik	0	0	0	0
2810442I21Rik	18	18	37	27
2810453I06Rik	184	421	333	220
2810454H06Rik	9	22	8	2
2810459M11Rik	0	2	0	0
2810474O19Rik	1915	3699	3541	1430
2900002K06Rik	10	29	21	12
2900005J15Rik	10	17	22	24
2900006K08Rik	15	27	47	11
2900010J23Rik	1346	1944	2291	1719
2900010M23Rik	143	298	395	138
2900011O08Rik	0	1	0	0
2900026A02Rik	7	15	28	18
2900041M22Rik	8	8	54	28
2900053A13Rik	435	731	800	646
2900060B14Rik	0	7	14	7
2900062L11Rik	73	112	50	32
2900064A13Rik	808	1357	2128	999
2900073G15Rik	2406	5546	6168	4610
2900079G21Rik	1	0	0	0
2900092E17Rik	746	1402	1808	1654
2900097C17Rik	4857	8812	6936	5415
3000002C10Rik	33	56	51	15
3010026O09Rik	75	131	106	65
3110001D03Rik	431	925	966	647
3110001I22Rik	142	237	203	158
3110002H16Rik	525	1060	1012	662
3110003A17Rik	3561	5080	6974	4624
3110007F17Rik	3	14	7	0
3110009E18Rik	47	148	124	52
3110021A11Rik	0	0	0	0
3110035E14Rik	0	1	0	0
3110040N11Rik	121	266	318	410
3110043O21Rik	100	181	172	104
3110047P20Rik	2	0	1	0
3110048L19Rik	308	655	510	204
3110049J23Rik	4	2	8	0
3110052M02Rik	343	539	603	304
3110056O03Rik	317	590	540	280
3110057O12Rik	195	334	290	166
3110062M04Rik	66	88	144	109
3110070M22Rik	3	1	8	5
3110082I17Rik	70	103	104	57
3110099E03Rik	0	0	0	0
3200002M19Rik	612	1004	1640	768
3230401D17Rik	382	717	829	451
3300002I08Rik	10	18	13	9
3425401B19Rik	0	0	0	0
3830403N18Rik	18	19	24	9
3830406C13Rik	703	1407	916	428
3830408C21Rik	11	26	37	18
3830431G21Rik	0	1	0	0
3930402G23Rik	0	1	1	0
4430402I18Rik	3	2	2	4
4632411B12Rik	1669	2868	2411	2099
4632415K11Rik	187	279	223	124
4632415L05Rik	209	333	326	273
4632427E13Rik	1	6	0	2
4632428C04Rik	8	16	14	11
4632428N05Rik	4019	7203	9175	6280
4632434I11Rik	468	862	725	317
4732415M23Rik	2	0	0	1
4732416N19Rik	1	1	0	0
4732418C07Rik	1361	2362	2208	1296
4732471D19Rik	168	300	199	66
4732471J01Rik	0	2	0	3
4831426I19Rik	1319	2691	2691	1962
4831440E17Rik	20	33	52	11
4833418N02Rik	4	6	14	10
4833420G17Rik	1169	1800	1586	1116
4833422C13Rik	0	0	1	0
4833422F24Rik	0	0	0	0
4833439L19Rik	1374	2190	2726	1549
4833442J19Rik	62	91	78	47
4921507P07Rik	12	18	2	8
4921509C19Rik	0	0	0	0
4921513D23Rik	3409	6072	6055	4726
4921515J06Rik	8	5	5	0
4921517D22Rik	3	2	0	0
4921517L17Rik	9	18	19	20
4921521F21Rik	0	0	0	0
4921523A10Rik	0	4	5	2
4921524J17Rik	485	800	604	311
4921530D09Rik	0	0	1	0
4921531C22Rik	34	63	48	22
4921533I20Rik	0	2	4	0
4921536K21Rik	2	1	0	0
4921539E11Rik	0	0	0	0
4922501C03Rik	487	848	794	592
4922501L14Rik	0	0	0	2
4922502D21Rik	0	3	0	0
4922505G16Rik	2	2	1	7
4930402H24Rik	229	356	428	295
4930403N07Rik	18	29	18	11
4930404I05Rik	13	24	22	10
4930404N11Rik	9	29	40	19
4930412F15Rik	0	0	0	0
4930412O13Rik	1	1	1	0
4930415F15Rik	0	6	8	0
4930417G10Rik	2	3	1	0
4930417O13Rik	635	937	330	165
4930420K17Rik	316	445	330	113
4930422G04Rik	527	1092	1084	802
4930426L09Rik	43	50	35	19
4930427A07Rik	933	1511	2013	1378
4930429B21Rik	6	10	6	7
4930430D24Rik	0	0	1	1
4930430F08Rik	57	129	120	74
4930431A04Rik	0	0	0	0
4930432K21Rik	22	32	48	17
4930433N12Rik	1	0	0	0
4930434E21Rik	0	0	5	5
4930441O14Rik	6	11	6	2
4930442L01Rik	0	0	0	0
4930444A02Rik	214	438	228	147
4930444G20Rik	1	1	1	0
4930447C04Rik	0	0	0	1
4930448K20Rik	0	0	0	0
4930451C15Rik	6	11	17	2
4930451I11Rik	0	0	0	0
4930452B06Rik	9	20	13	2
4930453N24Rik	548	996	1920	1331
4930455C21Rik	624	979	1014	929
4930455F23Rik	201	266	262	165
4930465K10Rik	1	6	6	7
4930471M23Rik	256	456	350	217
4930473A06Rik	105	149	72	42
4930481A15Rik	131	153	166	49
4930483J18Rik	1	3	0	1
4930486L24Rik	34	68	235	78
4930503B20Rik	0	0	0	0
4930503E24Rik	2	6	18	18
4930503L19Rik	691	1211	908	439
4930506M07Rik	4	10	2	3
4930507D05Rik	1	2	0	0
4930511I11Rik	0	0	1	0
4930511M06Rik	28	43	34	40
4930511M11Rik	1	0	0	0
4930512B01Rik	0	0	2	0
4930513N10Rik	30	53	44	10
4930515G01Rik	43	68	53	61
4930515G16Rik	1	0	0	1
4930519F09Rik	27	46	41	23
4930519G04Rik	0	0	1	0
4930523C07Rik	1214	2183	3310	1667
4930524B15Rik	1	0	1	0
4930524L23Rik	13	11	10	4
4930525F21Rik	0	1	0	0
4930526D03Rik	0	0	1	0
4930528A17Rik	5	5	1	7
4930529C04Rik	0	1	1	0
4930529M08Rik	0	0	0	3
4930534B04Rik	560	929	863	759
4930538K18Rik	0	0	1	2
4930539E08Rik	56	45	69	38
4930539J05Rik	12	15	31	8
4930544D05Rik	0	0	1	2
4930544G11Rik	0	1	0	0
4930544O15Rik	1	3	4	0
4930547N16Rik	554	1124	1188	552
4930548H24Rik	0	0	0	0
4930550C14Rik	3	4	5	1
4930550L24Rik	0	1	0	0
4930555G01Rik	0	0	0	0
4930555I21Rik	0	0	0	0
4930562C15Rik	1	2	10	5
4930563D23Rik	0	0	0	0
4930563E22Rik	2	5	3	3
4930572J05Rik	233	432	324	222
4930578N16Rik	48	63	47	29
4930579C15Rik	3	13	2	6
4930579F01Rik	0	0	0	0
4930579G22Rik	1	0	0	1
4930579G24Rik	343	573	753	795
4930579J09Rik	3	8	11	1
4930579K19Rik	1	1	3	7
4930581F22Rik	90	110	217	163
4930583H14Rik	21	22	33	20
4930583K01Rik	1	0	3	0
4930588N13Rik	4	7	0	0
4930590J08Rik	3	3	0	1
4930592I03Rik	0	0	0	0
4930594C11Rik	28	48	54	21
4931406C07Rik	82	168	157	71
4931406H21Rik	0	0	5	2
4931406P16Rik	887	1662	1189	690
4931409K22Rik	0	0	0	0
4931414P19Rik	138	273	243	127
4931417G12Rik	29	50	43	20
4931423N10Rik	0	0	0	0
4931428F04Rik	32	65	93	68
4931428L18Rik	0	0	1	0
4931429I11Rik	0	0	0	0
4931429L15Rik	0	4	2	3
4931440F15Rik	4	5	3	7
4931440L10Rik	0	0	0	0
4931440P22Rik	3	7	13	4
4932412H11Rik	9	9	12	0
4932414N04Rik	0	0	3	3
4932415G12Rik	219	304	287	92
4932416H05Rik	20	23	32	14
4932418E24Rik	0	0	0	0
4932425I24Rik	1	3	24	10
4932438A13Rik	2706	4919	4216	2555
4932438H23Rik	16	18	12	4
4932441J04Rik	0	0	0	0
4933400C05Rik	1	3	0	0
4933401B06Rik	0	0	1	0
4933402P03Rik	0	0	0	0
4933403F05Rik	675	1200	771	353
4933403G14Rik	23	50	50	25
4933404O12Rik	187	302	263	143
4933405L10Rik	0	0	0	1
4933406I18Rik	9	22	22	10
4933407C03Rik	2941	5076	6241	2832
4933407H18Rik	377	532	388	273
4933407K13Rik	82	104	85	27
4933407L21Rik	0	1	5	3
4933408B17Rik	6	13	10	9
4933409K07Rik	2	0	3	4
4933411G11Rik	0	0	1	0
4933411K16Rik	0	0	0	0
4933411K20Rik	980	1644	1262	758
4933413G19Rik	3	2	6	8
4933417A18Rik	1	0	0	0
4933417G07Rik	7	28	18	6
4933421E11Rik	715	1239	925	532
4933421I07Rik	0	0	0	0
4933421O10Rik	27	36	66	19
4933422H20Rik	0	0	0	0
4933424B01Rik	1657	2716	2388	1412
4933425L06Rik	0	0	1	0
4933425O20Rik	3	0	1	6
4933426M11Rik	2901	4984	2463	1737
4933427D06Rik	0	0	0	0
4933427D14Rik	491	833	611	445
4933427E11Rik	1	2	1	6
4933430H15Rik	6	7	0	0
4933430I17Rik	6	8	11	8
4933431E20Rik	3	2	8	0
4933432B09Rik	8	9	9	9
4933432I09Rik	1	0	1	0
4933433C11Rik	0	0	1	1
4933433P14Rik	751	1150	1272	728
4933434E20Rik	839	1626	1356	958
4933436C20Rik	1	3	1	0
4933437F05Rik	15	15	13	3
4933439C10Rik	67	65	120	86
4933439F18Rik	504	939	730	417
5031414D18Rik	6	21	27	20
5031425F14Rik	0	0	1	5
5031426D15Rik	0	0	1	1
5031434O11Rik	20	6	15	6
5031439G07Rik	137	308	244	225
5033404E19Rik	1	0	0	0
5033406O09Rik	40	61	56	49
5033411D12Rik	2	2	4	2
5033414D02Rik	1037	1557	1766	862
5133401N09Rik	783	1209	1139	830
5330413P13Rik	0	0	0	0
5330417C22Rik	2	4	1	0
5330426P16Rik	168	360	411	299
5430402O13Rik	9	1	5	4
5430405G05Rik	0	0	0	0
5430405H02Rik	13	28	44	10
5430407P10Rik	1	0	2	2
5430411K18Rik	656	1308	1112	813
5430416N02Rik	93	154	107	152
5430417L22Rik	451	906	524	172
5430427O19Rik	29	39	169	83
5430435G22Rik	4	11	4	10
5430437P03Rik	1670	2778	2889	2024
5530601H04Rik	247	290	385	225
5730403B10Rik	545	858	674	448
5730408K05Rik	16	33	26	31
5730409E04Rik	9	11	8	2
5730416F02Rik	1	2	4	4
5730419I09Rik	2120	3517	3693	2481
5730422E09Rik	5	5	5	1
5730437N04Rik	559	1120	889	490
5730455O13Rik	225	375	330	264
5730455P16Rik	362	668	555	303
5730469M10Rik	125	256	227	199
5730494M16Rik	312	605	730	595
5730494N06Rik	232	404	417	222
5730507C01Rik	108	249	152	86
5730508B09Rik	251	354	240	75
5730528L13Rik	0	0	0	0
5730559C18Rik	2	3	22	9
5730577I03Rik	30	36	27	17
5730590G19Rik	1597	2835	2852	1724
5730601F06Rik	1188	1910	1474	827
5830403L16Rik	0	1	1	0
5830405N20Rik	909	1637	307	127
5830411N06Rik	48	65	110	225
5830415F09Rik	130	244	291	186
5830416P10Rik	103	180	358	222
5830417I10Rik	534	917	905	674
5830418K08Rik	1509	2710	2180	1037
5830432E09Rik	71	94	107	67
5830433M19Rik	166	266	304	193
5930412G12Rik	0	0	0	1
5930416I19Rik	1025	1445	1898	743
5930434B04Rik	248	462	332	256
6030408B16Rik	1	13	14	26
6030422M02Rik	6	11	11	7
6030429G01Rik	5	11	19	12
6030446N20Rik	152	211	224	124
6030458C11Rik	1117	1954	1548	998
6030468B19Rik	0	1	0	0
6030498E09Rik	0	0	0	0
6230400D17Rik	2	2	5	2
6230409E13Rik	0	3	1	4
6230427J02Rik	14	20	23	19
6330403A02Rik	0	0	0	0
6330403K07Rik	24	41	10	1
6330406I15Rik	5	4	10	2
6330408A02Rik	83	114	93	87
6330409N04Rik	79	134	133	64
6330416G13Rik	528	788	548	522
6330439K17Rik	2	1	9	2
6330503K22Rik	1230	2169	2032	1165
6330512M04Rik	0	0	4	5
6330545A04Rik	14	19	16	6
6330549D23Rik	38	85	54	20
6330577E15Rik	1793	2899	3440	1881
6330578E17Rik	3844	6260	5268	2892
6430527G18Rik	541	1031	885	468
6430531B16Rik	4	7	25	23
6430548M08Rik	12	27	10	30
6430550D23Rik	11	12	5	1
6430562O15Rik	56	71	15	8
6430571L13Rik	1	8	16	9
6430598A04Rik	40	56	236	147
6430704M03Rik	1	2	4	1
6530401N04Rik	101	212	237	129
6530402F18Rik	560	1018	1334	701
6530418L21Rik	34	51	57	45
6720401G13Rik	74	76	197	88
6720456B07Rik	1242	2314	2281	1032
6720456H20Rik	460	923	699	435
6720463M24Rik	1334	2291	2057	1240
6720489N17Rik	102	149	156	50
6820408C15Rik	0	0	0	0
6820431F20Rik	664	936	734	256
8030462N17Rik	626	1098	1037	643
8430406I07Rik	255	451	454	371
8430408G22Rik	0	0	0	0
8430410A17Rik	697	1275	1174	905
8430410K20Rik	414	628	686	398
8430419L09Rik	675	1112	909	643
8430427H17Rik	10	22	37	39
8430429K09Rik	7	12	6	4
8430431K14Rik	0	1	0	0
9030025P20Rik	45	52	59	29
9030224M15Rik	0	0	1	0
9030409G11Rik	5	2	1	0
9030418K01Rik	0	1	0	0
9030425E11Rik	0	0	0	0
9030617O03Rik	115	151	211	106
9030619P08Rik	2	1	5	2
9030624J02Rik	1393	2614	2098	1314
9030625A04Rik	92	149	109	84
9130008F23Rik	0	0	0	0
9130011E15Rik	341	549	536	251
9130011J15Rik	773	1228	1605	863
9130017N09Rik	0	0	0	1
9130019O22Rik	35	78	73	53
9130019P16Rik	0	0	1	0
9130023H24Rik	196	377	454	237
9130024F11Rik	0	0	3	0
9130206I24Rik	135	223	401	287
9130209A04Rik	0	2	0	0
9130230L23Rik	2	0	3	0
9130401M01Rik	511	837	882	690
9130409I23Rik	0	0	0	1
9230105E10Rik	2718	4470	3767	3124
9230110C19Rik	5	16	7	7
9230114K14Rik	33	76	78	27
9230115E21Rik	23	29	80	30
9230116N13Rik	13	27	22	4
9330020H09Rik	16	36	33	31
9330111N05Rik	0	0	2	4
9330129D05Rik	22	36	15	14
9330133O14Rik	46	82	106	80
9330151L19Rik	70	82	100	56
9330158H04Rik	0	2	4	0
9330159F19Rik	3	3	4	4
9330175E14Rik	54	73	88	75
9330176C04Rik	4	9	3	4
9330182L06Rik	1	1	0	0
9430008C03Rik	212	374	285	159
9430015G10Rik	474	944	932	561
9430016H08Rik	189	317	352	246
9430020K01Rik	35	51	38	12
9430023L20Rik	324	500	625	613
9430031J16Rik	0	0	0	0
9430038I01Rik	15	42	52	52
9430060I03Rik	0	4	0	1
9430070O13Rik	0	3	1	1
9430076C15Rik	0	0	0	0
9430083A17Rik	23	28	19	18
9530008L14Rik	1	7	0	0
9530009M10Rik	9	11	11	11
9530053A07Rik	0	0	0	0
9530068E07Rik	1890	3279	2357	1344
9530077C05Rik	17	44	19	12
9530082P21Rik	357	591	623	390
9530091C08Rik	9	15	14	12
9630033F20Rik	446	767	993	548
9830001H06Rik	10	21	24	31
9830107B12Rik	6	10	9	0
9930012K11Rik	91	124	280	156
9930013L23Rik	0	0	0	0
9930014A18Rik	18	34	23	11
9930021J03Rik	675	1129	900	477
9930023K05Rik	0	5	2	0
9930032O22Rik	0	0	1	1
9930104L06Rik	206	275	254	184
9930111J21Rik1	992	1916	1478	956
9930111J21Rik2	11	14	20	8
A030009H04Rik	32	59	74	43
A130010J15Rik	235	422	336	285
A130022J15Rik	350	690	538	366
A130040M12Rik	79361	121536	118732	103614
A130049A11Rik	2	10	6	20
A1cf	0	0	0	0
A230020J21Rik	1	0	0	0
A230046K03Rik	1818	3751	2318	1618
A230050P20Rik	366	569	481	297
A230051G13Rik	209	419	328	255
A230056P14Rik	5	12	14	8
A230065H16Rik	0	0	1	0
A230072C01Rik	41	79	87	59
A230072E10Rik	10	9	11	5
A230073K19Rik	10	13	20	4
A2ld1	193	437	289	152
A330021E22Rik	0	0	1	0
A330023F24Rik	7	13	9	2
A330035P11Rik	9	23	19	4
A330040F15Rik	9	8	7	4
A330049M08Rik	23	25	57	38
A330050B17Rik	12	16	9	2
A330069E16Rik	9	15	21	18
A3galt2	5	1	4	2
A430005L14Rik	297	565	796	423
A430033K04Rik	166	243	250	112
A430078G23Rik	619	1103	1299	1464
A430084P05Rik	3	4	5	12
A430093F15Rik	512	1202	1487	758
A430105I19Rik	0	1	0	2
A430107O13Rik	0	0	2	3
A430110N23Rik	4	4	9	2
A4galt	0	0	0	1
A530013C23Rik	0	0	0	0
A530023O14Rik	27	35	33	8
A530032D15Rik	6	8	12	12
A530054K11Rik	325	630	501	180
A530064D06Rik	4	15	4	11
A530088E08Rik	46	67	63	61
A530098C11Rik	0	0	0	1
A530099J19Rik	0	0	0	0
A630001G21Rik	1001	1378	1144	559
A630007B06Rik	225	437	524	305
A630010A05Rik	4	1	0	0
A630033H20Rik	176	332	379	165
A630055G03Rik	556	1090	776	495
A630066F11Rik	12	21	37	8
A630072M18Rik	63	117	124	96
A630075F10Rik	3	4	2	0
A630089N07Rik	136	226	197	131
A630095E13Rik	0	0	1	0
A730011L01Rik	229	422	259	198
A730017L22Rik	65	90	78	33
A730037C10Rik	0	0	0	0
A830007P12Rik	2190	4074	3555	2673
A830010M20Rik	139	221	295	156
A830018L16Rik	5	4	11	3
A830080D01Rik	412	589	618	275
A830082N09Rik	2	2	1	0
A830093I24Rik	3	2	2	1
A930001N09Rik	950	1541	1088	799
A930003A15Rik	24	36	9	2
A930004D18Rik	4	5	20	3
A930005H10Rik	318	599	449	185
A930005I04Rik	8	12	8	8
A930007I19Rik	0	3	6	5
A930013F10Rik	74	117	96	91
A930015D03Rik	125	189	315	196
A930038C07Rik	8	9	34	16
AA388235	214	339	154	85
AA408296	460	907	646	328
AA415398	16	18	25	3
AA465934	26	48	64	29
AA467197	8	11	113	52
AA474331	22	19	20	22
AA543186	2	10	4	6
AA792892	13	18	7	1
AA881470	509	882	784	541
AA960436	638	965	1269	608
AA986860	9	5	17	4
AB124611	762	1207	588	202
AF251705	0	5	1	28
AF366264	0	2	1	0
AI118078	0	0	0	0
AI182371	16	14	25	15
AI314180	3414	6084	5588	4530
AI314976	340	588	794	842
AI316807	236	417	397	181
AI317395	8	19	22	2
AI413582	174	272	616	212
AI414108	0	1	5	7
AI427809	4	3	2	0
AI428936	12	13	9	14
AI429214	6	14	10	4
AI450353	32	69	96	67
AI462493	194	249	310	332
AI464131	2	3	1	0
AI467606	3282	6331	5609	3539
AI480653	332	651	413	228
AI504432	2614	4096	4289	1907
AI506816	7	34	24	35
AI507597	0	0	0	0
AI597468	710	1540	1382	969
AI597479	483	767	700	483
AI646023	6	7	40	47
AI661453	0	0	1	0
AI662270	2655	4431	4459	1930
AI836003	4	2	3	7
AI837181	488	916	899	369
AI846148	540	854	714	292
AI848100	934	1545	1828	985
AI854703	53	68	55	19
AI987944	317	491	445	194
AK010878	136	284	290	385
AK129341	4	0	0	0
AU015228	0	0	0	1
AU019823	662	1060	1065	650
AU019990	0	0	5	1
AU022252	109	199	180	92
AU023871	0	0	4	0
AU040320	1434	2410	2466	1420
AU041133	103	213	122	53
AV249152	32	50	31	20
AW011738	431	704	744	461
AW112010	3667	7152	15774	6758
AW146020	291	439	374	193
AW146154	75	147	62	43
AW209491	155	278	207	107
AW549877	917	1551	1114	648
AW554918	172	315	290	153
AW555464	265	530	617	464
AY074887	6	10	14	2
AY358078	2	6	11	6
AY512931	13	4	12	6
Aaas	903	1327	1594	892
Aacs	658	1165	912	516
Aagab	1368	2105	2047	1661
Aak1	4048	7633	8467	5463
Aamp	1191	1949	1798	1791
Aanat	0	0	4	0
Aard	0	0	0	0
Aars	2980	5260	5807	4861
Aars2	245	355	294	287
Aarsd1	372	538	610	492
Aasdh	241	417	339	254
Aasdhppt	283	518	418	225
Aatf	698	1092	1044	972
Aatk	0	0	0	2
Abat	15	46	13	2
Abca1	23	34	43	36
Abca13	1	1	0	1
Abca17	3	9	3	0
Abca2	2209	4429	4829	3720
Abca3	1084	1933	1042	675
Abca4	0	0	0	0
Abca5	1	6	3	2
Abca6	0	0	1	0
Abca7	2346	4148	4728	3355
Abca8b	0	0	0	1
Abca9	0	1	0	6
Abcb10	183	293	283	213
Abcb1a	287	340	527	302
Abcb1b	460	739	614	429
Abcb4	3	5	5	4
Abcb6	103	150	182	125
Abcb7	2063	3548	2419	1197
Abcb8	431	730	702	476
Abcb9	964	1550	2400	998
Abcc1	1300	2468	1877	1505
Abcc10	113	119	139	88
Abcc12	0	0	0	0
Abcc3	9	28	47	60
Abcc4	794	1577	828	442
Abcc5	715	1165	596	379
Abcc9	0	3	0	0
Abcd1	1551	2686	2811	2639
Abcd2	4	1	4	2
Abcd3	483	802	537	264
Abcd4	150	277	312	277
Abce1	4653	8030	5876	3232
Abcf1	3440	5410	5838	7335
Abcf2	2139	3890	2928	2477
Abcf3	803	1326	1219	970
Abcg1	710	1511	1106	914
Abcg2	36	66	39	26
Abcg3	169	211	318	221
Abcg4	9	4	8	5
Abcg5	0	0	1	0
Abcg8	0	1	0	0
Abhd1	2	0	1	1
Abhd10	284	414	477	270
Abhd11	158	274	410	205
Abhd12	800	1262	1456	748
Abhd12b	0	0	1	10
Abhd13	860	1554	1371	1508
Abhd14a	119	170	148	59
Abhd14b	63	85	113	56
Abhd15	139	248	135	95
Abhd16a	482	751	979	571
Abhd2	1542	3162	2774	2041
Abhd3	0	2	1	4
Abhd4	448	629	670	309
Abhd5	231	403	547	449
Abhd6	200	331	202	76
Abhd8	1334	2519	1443	994
Abi1	3610	6318	5322	2813
Abi2	1273	2116	1705	741
Abi3	257	348	636	366
Abi3bp	0	2	2	0
Abl1	1257	1859	1675	1263
Abl2	631	1129	991	576
Ablim1	24443	43588	29168	15518
Ablim2	1	6	23	5
Ablim3	0	0	0	0
Abr	3140	5120	5105	3032
Abra	0	1	1	0
Abt1	411	640	904	563
Abtb1	258	416	488	443
Abtb2	1569	2806	1745	1254
Acaa1a	594	1338	1143	1092
Acaa1b	5	12	11	5
Acaa2	929	1865	1827	1520
Acaca	1604	3042	2208	1255
Acacb	15	15	37	17
Acad10	50	54	36	33
Acad11	252	419	255	182
Acad8	269	443	287	319
Acad9	722	1362	1117	657
Acadl	2002	2909	9721	5261
Acadm	314	486	558	402
Acads	437	846	782	461
Acadsb	181	312	196	135
Acadvl	1572	2445	2302	1704
Acap1	4251	6403	9087	7212
Acap2	1795	3359	2706	2081
Acap3	471	814	1671	1300
Acat1	1237	1917	1853	1098
Acat2	423	564	583	310
Acat3	1	5	8	2
Acbd3	1028	1653	1758	1144
Acbd4	167	297	354	249
Acbd5	635	961	1260	976
Acbd6	507	757	894	463
Acbd7	3	3	1	0
Accn2	38	56	62	32
Accn3	1	3	7	1
Accn4	0	1	1	0
Accn5	0	0	0	0
Accs	132	226	185	170
Accsl	0	1	0	0
Acd	652	1085	1396	568
Ace	0	15	3	30
Acer1	4	5	13	0
Acer2	37	79	41	41
Acer3	116	263	177	120
Ache	0	3	1	4
Acin1	7845	12529	11130	6491
Acly	5307	9307	8783	7846
Acmsd	0	4	6	0
Acn9	35	51	40	14
Acnat1	8	12	9	4
Aco1	1003	1823	1531	877
Aco2	3165	6103	5893	3546
Acot1	2	0	2	2
Acot10	52	93	118	64
Acot11	259	546	621	434
Acot12	0	0	0	0
Acot13	199	268	235	128
Acot2	104	197	84	55
Acot4	0	1	0	0
Acot6	22	36	15	2
Acot7	2313	3865	5588	4143
Acot8	351	623	687	729
Acot9	666	944	1433	833
Acox1	449	756	728	459
Acox2	0	0	1	0
Acox3	620	991	961	768
Acoxl	8	14	215	81
Acp1	995	2081	1592	773
Acp2	264	458	408	206
Acp5	800	1769	1959	988
Acp6	165	218	245	124
Acpl2	245	329	959	530
Acpp	19	84	36	72
Acpt	0	2	1	0
Acrbp	110	124	157	96
Acrv1	1	0	0	1
Acsbg1	58	113	494	347
Acsbg2	0	0	0	0
Acsf2	401	594	524	288
Acsf3	383	592	473	187
Acsl1	182	266	267	152
Acsl3	365	563	254	111
Acsl4	1685	2673	3504	2449
Acsl5	5538	9765	9283	6024
Acsl6	5	5	5	4
Acsm2	0	0	1	0
Acsm3	5	8	2	5
Acsm4	0	1	0	0
Acss1	467	729	430	294
Acss2	319	503	676	467
Acta1	19	37	49	34
Acta2	17	10	13	15
Actb	102362	200377	253289	166854
Actbl2	0	1	1	0
Actc1	3	3	5	5
Actg1	48734	106254	130817	140367
Actg2	2	5	7	6
Actl6a	1411	2105	2363	2008
Actl6b	0	0	0	0
Actl7a	0	0	1	0
Actn1	5742	9283	5256	2809
Actn2	6	10	27	18
Actn3	4	10	16	13
Actn4	5203	9500	11193	7746
Actr10	997	1746	2164	1600
Actr1a	3180	5114	7069	3937
Actr1b	1121	1934	2158	1665
Actr2	16229	31527	26568	16881
Actr3	20788	37075	40812	29422
Actr3b	7	10	10	6
Actr5	403	726	697	350
Actr6	449	764	559	399
Actr8	450	737	819	742
Acvr1	17	40	32	34
Acvr1b	262	410	404	208
Acvr1c	0	0	1	0
Acvr2a	35	51	36	23
Acvr2b	0	2	3	2
